tic,datafqtr,atq,cshoq,niq,prccq
SWKS,2023Q3,8464.1,159.2,195.8,110.69
SWKS,2023Q4,8426.7,159.5,244.8,98.59
SWKS,2024Q1,8229.1,160.2,231.3,112.42
SWKS,2024Q2,8309.7,160.4,183.3,108.32
AMSWA,2012Q1,114.813,27.131,2.422,8.06
AMSWA,2012Q2,113.34,27.173,2.771,8.19
AMSWA,2012Q3,106.476,27.235,2.14,8.6
AMSWA,2012Q4,113.07,27.327,3.078,8.31
AMSWA,2013Q1,112.928,27.41,1.593,9.06
AMSWA,2013Q2,119.517,27.507,3.693,8.75
AMSWA,2013Q3,125.085,27.877,2.477,10.08
AMSWA,2013Q4,131.22,28.217,2.568,9.64
AMSWA,2014Q1,128.749,28.254,1.534,9.31
AMSWA,2014Q2,126.661,28.248,1.175,9.66
AMSWA,2014Q3,128.37,28.244,2.841,8.29
AMSWA,2014Q4,134.266,28.585,2.578,9.71
AMSWA,2015Q1,132.475,28.629,2.572,9.22
AMSWA,2015Q2,129.783,28.69,2.153,10.23
AMSWA,2015Q3,134.682,28.854,2.111,9.73
AMSWA,2015Q4,136.724,28.871,3.406,9.14
AMSWA,2016Q1,133.365,29.095,1.688,11.03
AMSWA,2016Q2,130.162,29.186,0.412,10.43
AMSWA,2016Q3,136.973,29.464,2.243,10.49
AMSWA,2016Q4,148.774,29.626,10.278,10.97
AMSWA,2017Q1,145.842,29.728,2.725,9.7
AMSWA,2017Q2,148.638,30.121,2.48,12.41
AMSWA,2017Q3,163.923,30.404,5.58,12.53
AMSWA,2017Q4,162.965,30.61,1.268,12.76
AMSWA,2018Q1,158.408,30.907,1.385,14.96
AMSWA,2018Q2,156.59,30.954,1.243,11.51
AMSWA,2018Q3,160.821,31.067,2.301,11.06
AMSWA,2018Q4,161.31,31.213,1.874,12.95
AMSWA,2019Q1,162.934,31.365,1.152,13.32
AMSWA,2019Q2,166.578,31.864,1.759,16.21
AMSWA,2019Q3,172.692,32.016,3.286,14.93
AMSWA,2019Q4,171.293,32.234,0.545,16.48
AMSWA,2020Q1,169.12,32.465,2.034,16.47
AMSWA,2020Q2,164.002,32.511,0.692,14.68
AMSWA,2020Q3,167.424,32.696,2.311,19.21
AMSWA,2020Q4,177.157,32.863,3.052,20.69
AMSWA,2021Q1,179.456,33.262,2.947,22
AMSWA,2021Q2,179.608,33.408,3.314,28.93
AMSWA,2021Q3,186.05,33.541,2.94,22.99
AMSWA,2021Q4,192.835,33.639,3.581,17.1
AMSWA,2022Q1,187.599,33.682,2.064,17.88
AMSWA,2022Q2,183.012,33.736,2.105,17.13
AMSWA,2022Q3,190.064,33.78,3.217,15.21
AMSWA,2022Q4,195.62,34.141,2.926,11.94
AMSWA,2023Q1,190.583,34.163,2.748,11.53
AMSWA,2023Q2,183.681,33.732,2.363,10.97
AMSWA,2023Q3,179.028,33.221,4.088,11.33
AMSWA,2023Q4,192.444,33.22,2.174,10.11
ADI,2012Q3,5456.622,298.906,169.768,39.08
ADI,2012Q4,5620.347,301.389,179.187,39.1213
ADI,2013Q1,5716.808,305.985,131.222,43.64
ADI,2013Q2,5841.036,308.165,164.472,43.99
ADI,2013Q3,6138.626,310.693,176.239,49.38
ADI,2013Q4,6381.75,311.045,201.554,49.3
ADI,2014Q1,6399.468,312.528,152.586,48.27
ADI,2014Q2,6594.951,314.145,187.433,51.29
ADI,2014Q3,8973.465,314.213,180.606,49.63
ADI,2014Q4,6859.69,311.205,108.695,49.62
ADI,2015Q1,6821.156,311.627,178.757,52.105
ADI,2015Q2,7048.475,313.542,205.338,61.84
ADI,2015Q3,7134.701,313.675,216.478,58.33
ADI,2015Q4,7062.178,312.061,96.305,60.12
ADI,2016Q1,7598.081,310.019,164.504,53.86
ADI,2016Q2,7570.292,307.35,170.573,56.32
ADI,2016Q3,7685.053,307.474,230.43,63.83
ADI,2016Q4,7970.278,308.171,296.157,64.1
ADI,2017Q1,10203.371,309.207,217.129,74.94
ADI,2017Q2,26622.683,367.011,93.564,76.2
ADI,2017Q3,21114.995,367.668,68.916,79.01
ADI,2017Q4,21141.294,368.636,347.65,91.3
ADI,2018Q1,20853.315,369.804,293.24,91.88
ADI,2018Q2,20776.454,370.897,400.328,87.35
ADI,2018Q3,20548.616,371.67,408.557,96.14
ADI,2018Q4,20449.779,370.16,404.855,83.71
ADI,2019Q1,21828.278,368.314,355.006,98.86
ADI,2019Q2,21776.325,369.761,367.937,116.24
ADI,2019Q3,21566.65,369.406,362.374,117.46
ADI,2019Q4,21392.641,368.302,277.694,106.63
ADI,2020Q1,21376.827,368.22,203.874,109.75
ADI,2020Q2,21350.938,368.425,267.696,109.6
ADI,2020Q3,21599.568,369.166,362.665,114.85
ADI,2020Q4,21468.603,369.485,386.526,118.53
ADI,2021Q1,21440.11,368.894,388.519,147.33
ADI,2021Q2,21588.217,368.827,422.905,153.16
ADI,2021Q3,21641.19,368.214,503.311,167.42
ADI,2021Q4,52322.071,525.331,75.687,173.49
ADI,2022Q1,51215.614,523.315,280.077,163.97
ADI,2022Q2,50800.652,519.806,783.273,154.38
ADI,2022Q3,50346.17,514.342,748.985,171.96
ADI,2022Q4,50302.35,509.296,936.226,142.62
ADI,2023Q1,50234.52,505.852,961.474,171.47
ADI,2023Q2,49544.739,501.418,977.656,179.88
ADI,2023Q3,49346.739,498.314,877.019,199.53
ADI,2023Q4,48794.478,496.262,498.43,157.33
ADI,2024Q1,48388.464,495.908,462.727,192.36
ADI,2024Q2,48861.866,496.217,302.242,200.61
AAPL,2012Q3,162896,937.266,8824,584
AAPL,2012Q4,176064,939.208,8223,667.105
AAPL,2013Q1,196088,938.973,13078,532.1729
AAPL,2013Q2,194743,940.094,9547,442.66
AAPL,2013Q3,199856,908.442,6900,396.53
AAPL,2013Q4,207000,899.213,7512,476.75
AAPL,2014Q1,225184,892.447,13072,561.02
AAPL,2014Q2,205989,861.745,10223,536.74
AAPL,2014Q3,222520,5989.171,7748,92.93
AAPL,2014Q4,231839,5866.161,8467,100.75
AAPL,2015Q1,261894,5826.419,18024,110.38
AAPL,2015Q2,261194,5762.278,13569,124.43
AAPL,2015Q3,273151,5705.4,10677,125.425
AAPL,2015Q4,290479,5578.753,11124,110.3
AAPL,2016Q1,293284,5544.487,18361,105.26
AAPL,2016Q2,305277,5478.446,10516,108.99
AAPL,2016Q3,305602,5393.165,7796,95.6
AAPL,2016Q4,321686,5336.166,9014,113.05
AAPL,2017Q1,331141,5255.423,17891,115.82
AAPL,2017Q2,334532,5205.815,11029,143.66
AAPL,2017Q3,345173,5169.782,8717,144.02
AAPL,2017Q4,375319,5126.201,10714,154.12
AAPL,2018Q1,406794,5081.651,20065,169.23
AAPL,2018Q2,367502,4943.282,13822,167.78
AAPL,2018Q3,349197,4842.917,11519,185.11
AAPL,2018Q4,365725,4754.986,14125,225.74
AAPL,2019Q1,373719,4729.803,19965,157.74
AAPL,2019Q2,341998,4607.284,11561,189.95
AAPL,2019Q3,322239,4531.395,10044,197.92
AAPL,2019Q4,338516,4443.236,13686,223.97
AAPL,2020Q1,340618,4384.959,22236,293.65
AAPL,2020Q2,320400,4323.987,11249,254.29
AAPL,2020Q3,317344,4283.939,11253,364.8
AAPL,2020Q4,323888,16976.763,12673,115.81
AAPL,2021Q1,354054,16823.263,28755,132.69
AAPL,2021Q2,337158,16686.305,23630,122.15
AAPL,2021Q3,329840,16556.942,21744,136.96
AAPL,2021Q4,351002,16426.786,20551,141.5
AAPL,2022Q1,381191,16340.851,34630,177.57
AAPL,2022Q2,350662,16207.568,25010,174.61
AAPL,2022Q3,336309,16095.378,19442,136.72
AAPL,2022Q4,352755,15943.425,20721,138.2
AAPL,2023Q1,346747,15842.407,29998,129.93
AAPL,2023Q2,332160,15723.406,24160,164.9
AAPL,2023Q3,335038,15647.868,19881,193.97
AAPL,2023Q4,352583,15550.061,22956,171.21
AAPL,2024Q1,353514,15460.223,33916,192.53
AAPL,2024Q2,337411,15337.686,23636,171.48
AMAT,2012Q3,13320,1237.495,218,10.89
AMAT,2012Q4,12102,1197,-515,10.6
AMAT,2013Q1,11714,1200.044,34,12.91
AMAT,2013Q2,11695,1201.601,-129,14.51
AMAT,2013Q3,11751,1202.826,168,16.315
AMAT,2013Q4,12043,1204,183,17.855
AMAT,2014Q1,12199,1211.068,253,16.82
AMAT,2014Q2,12555,1217.401,262,19.06
AMAT,2014Q3,12851,1218.394,301,20.96
AMAT,2014Q4,13174,1221,256,22.09
AMAT,2015Q1,13073,1229,348,22.84
AMAT,2015Q2,13587,1231.598,364,19.79
AMAT,2015Q3,13153,1200.619,329,17.36
AMAT,2015Q4,15308,1160,336,16.77
AMAT,2016Q1,13326,1130.725,286,17.65
AMAT,2016Q2,13075,1089.144,320,20.47
AMAT,2016Q3,13699,1080.894,505,26.29
AMAT,2016Q4,14588,1078,610,29.08
AMAT,2017Q1,15244,1079.831,703,34.25
AMAT,2017Q2,18240,1074.632,824,40.61
AMAT,2017Q3,19078,1066.487,925,44.31
AMAT,2017Q4,19419,1060,982,56.43
AMAT,2018Q1,19663,1050.688,165,53.63
AMAT,2018Q2,18498,1008.048,1100,49.67
AMAT,2018Q3,17883,982.991,1016,48.63
AMAT,2018Q4,17773,967,757,32.88
AMAT,2019Q1,18922,949.393,771,39.08
AMAT,2019Q2,18775,936.105,666,44.07
AMAT,2019Q3,18805,923.754,571,49.37
AMAT,2019Q4,19024,916,698,54.26
AMAT,2020Q1,19767,918.305,892,57.99
AMAT,2020Q2,21815,916.479,755,49.68
AMAT,2020Q3,21171,913.283,841,64.33
AMAT,2020Q4,22353,914,1131,59.23
AMAT,2021Q1,23305,917.661,1130,96.68
AMAT,2021Q2,24085,913.981,1330,132.71
AMAT,2021Q3,24479,902.929,1716,139.93
AMAT,2021Q4,25825,892,1712,136.65
AMAT,2022Q1,25428,883.395,1792,138.18
AMAT,2022Q2,25459,869.947,1536,110.35
AMAT,2022Q3,26161,860.309,1606,105.98
AMAT,2022Q4,26726,844,1591,88.29
AMAT,2023Q1,27959,845.118,1717,111.49
AMAT,2023Q2,29092,839.747,1575,113.03
AMAT,2023Q3,30410,836.534,1560,151.59
AMAT,2023Q4,30729,833,2004,132.35
AMAT,2024Q1,31540,830.897,2019,164.3
AMAT,2024Q2,31949,827.975,1722,198.65
ADSK,2012Q2,3375.9,226.7,64.6,33.92
ADSK,2012Q3,3429.2,224.5,29.4,31.852
ADSK,2012Q4,4308.4,223.6,74.5,38.88
ADSK,2013Q1,4289.7,224.4,55.6,39.38
ADSK,2013Q2,4223.3,222.5,61.7,35.39
ADSK,2013Q3,4321.5,224.6,57.6,39.9
ADSK,2013Q4,4595,226.7,53.9,51.25
ADSK,2014Q1,4648.6,227.5,28.3,48.02
ADSK,2014Q2,4703.4,227.2,31.3,53.35
ADSK,2014Q3,4736.8,227.2,10.7,57.54
ADSK,2014Q4,4913.8,227,11.5,54.005
ADSK,2015Q1,4775.9,227.6,19.1,56.83
ADSK,2015Q2,5341.8,226.2,-268.6,50.58
ADSK,2015Q3,5220,225.1,-43.8,55.19
ADSK,2015Q4,5515.3,224.4,-37.2,46.82
ADSK,2016Q1,5205.6,224.656,-167.7,59.82
ADSK,2016Q2,5047.4,221.893,-98.2,59.45
ADSK,2016Q3,4829.2,222.556,-142.8,72.28
ADSK,2016Q4,4798.1,220.3,-173.4,81.34
ADSK,2017Q1,4431.4,220.392,-129.6,90.07
ADSK,2017Q2,4354,219.192,-144,110.79
ADSK,2017Q3,4152,220.267,-119.8,124.96
ADSK,2017Q4,4113.6,218.3,-173.5,115.62
ADSK,2018Q1,3911.4,219.145,-82.4,125.9
ADSK,2018Q2,3833,218.617,-39.4,128.44
ADSK,2018Q3,3774.4,219.1,-23.7,129.25
ADSK,2018Q4,4729.2,219.4,64.7,147.2
ADSK,2019Q1,4808.5,219.6,-24.2,178.21
ADSK,2019Q2,4872.7,219.5,40.2,156.17
ADSK,2019Q3,5036.6,220,66.7,147.36
ADSK,2019Q4,6179.3,219.4,131.8,196.85
ADSK,2020Q1,5543.9,219.2,66.5,187.13
ADSK,2020Q2,5747.3,219.3,98.2,236.43
ADSK,2020Q3,5944.5,219.7,132.2,235.54
ADSK,2020Q4,7279.8,219.6,911.3,277.43
ADSK,2021Q1,7298.3,220,155.6,291.91
ADSK,2021Q2,7420.6,219.9,115.6,321.13
ADSK,2021Q3,8531,220.2,136.7,317.61
ADSK,2021Q4,8606.8,218.2,89.1,249.79
ADSK,2022Q1,8261,217,146,189.28
ADSK,2022Q2,8227,216,186,216.32
ADSK,2022Q3,8635,216,198,214.3
ADSK,2022Q4,9438,215,293,215.16
ADSK,2023Q1,9069,214,161,194.79
ADSK,2023Q2,9107,214,222,211.99
ADSK,2023Q3,9226,214,241,197.63
ADSK,2023Q4,9912,214,282,253.81
ADSK,2024Q1,9830,215,252,212.85
ADP,2012Q4,30815.5,484.2,258.4,55.66
ADP,2013Q1,30144.1,484.2,305.3,58.66
ADP,2013Q2,33330,484.7,390.8,56.93
ADP,2013Q3,40166.3,485.1,482.7,65.03
ADP,2013Q4,32268.1,482.6,227,68.86
ADP,2014Q1,29481.3,481.8,328.6,72.38
ADP,2014Q2,38321.8,481.4,377,80.799
ADP,2014Q3,36596.5,481.9,521.5,77.26
ADP,2014Q4,32051.7,480.2,288.8,79.28
ADP,2015Q1,30208.1,481.8,295.2,83.08
ADP,2015Q2,43503.1,477.1,331.5,83.37
ADP,2015Q3,37107.3,471.1,489.6,85.64
ADP,2015Q4,33110.5,466.4,336.2,80.23
ADP,2016Q1,34380.3,463.4,336.6,80.36
ADP,2016Q2,39899.5,458.7,341.4,84.72
ADP,2016Q3,51125.6,456.1,532.5,89.71
ADP,2016Q4,43670,455.7,282,91.87
ADP,2017Q1,34337.4,453.1,368.7,88.2
ADP,2017Q2,39999.4,448.9,510.9,102.78
ADP,2017Q3,43855.9,447.9,588,102.39
ADP,2017Q4,37180,445,265.8,102.46
ADP,2018Q1,35661.1,444,412.6,109.32
ADP,2018Q2,44545.5,442.7,670.4,117.19
ADP,2018Q3,44065.5,441.7,661,113.48
ADP,2018Q4,37088.7,438.8,140.9,134.14
ADP,2019Q1,37416.7,438.2,505.4,150.66
ADP,2019Q2,38806.3,436.2,558.2,131.12
ADP,2019Q3,48196.3,435.5,753.8,159.74
ADP,2019Q4,41887.7,434.2,475.4,165.33
ADP,2020Q1,37714.7,433.4,582.4,161.42
ADP,2020Q2,49059.4,431.8,651.6,170.5
ADP,2020Q3,43383.4,429.8,820.9,136.68
ADP,2020Q4,39165.5,429.9,411.6,148.89
ADP,2021Q1,42390.1,429.3,602.1,139.49
ADP,2021Q2,49325.9,428.1,647.5,176.2
ADP,2021Q3,54407.7,426,810.7,188.47
ADP,2021Q4,48772.5,423.7,538.2,198.62
ADP,2022Q1,59987.2,422,700.5,199.92
ADP,2022Q2,59102.6,420.4,694.4,246.58
ADP,2022Q3,72068.1,418.2,928.5,227.54
ADP,2022Q4,63068.2,416.1,625.5,210.04
ADP,2023Q1,46364.7,415.2,779,226.19
ADP,2023Q2,54453,414.4,813.2,238.86
ADP,2023Q3,59881.8,413.5,1043.1,222.63
ADP,2023Q4,50971,412.1,776.7,219.79
ADP,2024Q1,49323.6,411.7,859.4,240.58
ADP,2024Q2,57069.4,410.7,878.4,232.97
ADP,2024Q3,64181.6,409.8,1184.9,249.74
UIS,2012Q2,2397.9,43.957,50.7,19.55
UIS,2012Q3,2254.5,43.974,-8.4,20.82
UIS,2012Q4,2420.4,43.98,85.9,17.3
UIS,2013Q1,2323.2,44.135,-29.9,22.75
UIS,2013Q2,2275.8,43.642,24.5,22.07
UIS,2013Q3,2237.7,43.912,-7.6,25.19
UIS,2013Q4,2510,44,121.5,33.57
UIS,2014Q1,2399.2,51.109,-50.8,30.46
UIS,2014Q2,2336.1,50.635,-12.1,24.74
UIS,2014Q3,2279.4,49.927,47.8,23.41
UIS,2014Q4,2348.7,49.7,61.8,29.48
UIS,2015Q1,2131.5,49.918,-43.2,23.21
UIS,2015Q2,2163.6,49.934,-58.2,19.99
UIS,2015Q3,2097.9,49.934,-9.6,11.9
UIS,2015Q4,2143.2,49.9,1.1,11.05
UIS,2016Q1,2265.1,50.058,-39.9,7.7
UIS,2016Q2,2241.6,50.082,21.6,7.28
UIS,2016Q3,2176.1,50.083,-28.2,9.74
UIS,2016Q4,2021.6,50.1,-1.2,14.95
UIS,2017Q1,1962.3,50.407,-32.7,13.95
UIS,2017Q2,2318.9,50.47,-42,12.8
UIS,2017Q3,2296.9,50.473,-41.1,8.5
UIS,2017Q4,2542.4,50.5,50.5,8.15
UIS,2018Q1,2513.7,50.965,40.6,10.75
UIS,2018Q2,2370.9,51.1,3.8,12.9
UIS,2018Q3,2328,51.025,6.1,20.4
UIS,2018Q4,2457.6,51.1,25,11.63
UIS,2019Q1,2484.5,51.767,-19.4,11.67
UIS,2019Q2,2507.8,51.784,26.2,9.72
UIS,2019Q3,2405.8,62.395,-13.2,7.43
UIS,2019Q4,2504,62.4,-10.8,11.86
UIS,2020Q1,2971.6,62.97,1015.3,12.35
UIS,2020Q2,2399.3,63.017,-78.6,10.91
UIS,2020Q3,2407.4,63.038,-12.9,10.67
UIS,2020Q4,2707.9,63,-173.1,19.68
UIS,2021Q1,2456.7,67.023,-157.8,25.42
UIS,2021Q2,2376.3,67.116,-140.8,25.31
UIS,2021Q3,2321.4,67.152,-18.7,25.14
UIS,2021Q4,2419.5,67.2,-131.2,20.57
UIS,2022Q1,2277,67.638,-57.3,21.61
UIS,2022Q2,2154.4,67.786,-17.1,12.03
UIS,2022Q3,2058.1,67.788,-40.1,7.55
UIS,2022Q4,2065.6,67.8,8.5,5.11
UIS,2023Q1,2066.4,68.264,-175.4,3.88
UIS,2023Q2,2032.7,68.3,-40,3.98
UIS,2023Q3,1970.9,68.394,-50,3.45
UIS,2023Q4,1965.4,68.4,-165.3,5.62
UIS,2024Q1,1890.5,69.229,-149.5,4.91
TLS,2020Q4,183.817,64.625,3.865,32.98
TLS,2021Q1,194.24,66.735,-14.778,37.92
TLS,2021Q2,220.094,66.755,-17.644,34.01
TLS,2021Q3,242.667,66.755,-5.222,28.42
TLS,2021Q4,246.081,66.767,-5.49,15.42
TLS,2022Q1,244.021,67.868,-16.616,9.97
TLS,2022Q2,241.958,67.594,-14.159,8.08
TLS,2022Q3,247.399,67.3,-8.455,8.89
TLS,2022Q4,237.397,67.432,-14.198,5.09
TLS,2023Q1,220.652,69.388,-10.746,2.53
TLS,2023Q2,216.86,69.467,-8.024,2.56
TLS,2023Q3,204.738,69.623,-8.672,2.39
TLS,2023Q4,208.699,70.24,-6.98,3.65
TLS,2024Q1,195.352,71.758,-7.378,4.16
CAJPY,2012Q2,48382.859,1171.167,672.29,39.94
CAJPY,2012Q3,47848.922,1152.792,677.887,32.01
CAJPY,2012Q4,45654.467,1152.791,495.014,39.21
CAJPY,2013Q1,41780.937,1152.79,434.505,36.69
CAJPY,2013Q2,41422.498,1152.795,648.138,32.87
CAJPY,2013Q3,41155.347,1137.004,608.587,32
CAJPY,2013Q4,40310.784,1136.999,498.632,32
CAJPY,2014Q1,39468.635,1121.039,462.323,31.06
CAJPY,2014Q2,40420.419,1105.921,806.022,32.75
CAJPY,2014Q3,38051.414,1105.921,434.254,32.59
CAJPY,2014Q4,37218.339,1091.832,423.367,31.66
CAJPY,2015Q1,35713.696,1091.942,282.844,35.37
CAJPY,2015Q2,37248.78,1092.076,553.561,32.41
CAJPY,2015Q3,36717.486,1092.074,426.47,28.97
CAJPY,2015Q4,36815.274,1092.073,568.08,30.13
CAJPY,2016Q1,43045.339,1092.072,248.986,29.82
CAJPY,2016Q2,44904.379,1092.071,543.453,28.61
CAJPY,2016Q3,44759.372,1092.07,253.11,29.03
CAJPY,2016Q4,44001.79,1092.068,244.484,28.14
CAJPY,2017Q1,45901.616,1092.068,494.471,31.27
CAJPY,2017Q2,46350.09,1079.761,611.125,34.02
CAJPY,2017Q3,46039.924,1079.761,557.401,34.32
CAJPY,2017Q4,46129.124,1079.755,483.804,37.4
CAJPY,2018Q1,46877.806,1079.754,537.787,36.45
CAJPY,2018Q2,45217.604,1079.753,678.223,32.69
CAJPY,2018Q3,44088.512,1079.751,379.32,31.65
CAJPY,2018Q4,44655.635,1079.749,708.378,27.6
CAJPY,2019Q1,44189.676,1079.749,282.544,29.04
CAJPY,2019Q2,44670.018,1063.836,328.2,29.27
CAJPY,2019Q3,44411.695,1063.835,243.637,26.7
CAJPY,2019Q4,43875.839,1063.834,296.769,27.35
CAJPY,2020Q1,43467.901,1045.744,203.583,21.64
CAJPY,2020Q2,43327.169,1045.776,-82.332,19.97
CAJPY,2020Q3,44578.23,1045.775,160.624,16.59
CAJPY,2020Q4,44320.321,1045.773,516.436,19.41
CAJPY,2021Q1,42805.789,1045.771,401.927,22.77
CAJPY,2021Q2,42776.762,1045.774,549.644,22.63
CAJPY,2021Q3,42605.413,1045.774,437.346,24.38
CAJPY,2021Q4,41263.79,1045.772,476.014,24.43
CAJPY,2022Q1,40719.917,1045.772,378.598,24.31
CAJPY,2022Q2,37927.541,1030.146,394.06,22.71
CAJPY,2022Q3,36638.302,1015.514,327.088,21.8
CAJPY,2022Q4,38639.914,1015.513,750.235,21.68
CAJPY,2023Q1,39557.978,1015.512,424.335,21.63
CAJPY,2023Q2,38533.304,999.128,418.17,26.222
CAJPY,2023Q3,37619.569,987.8,389.031,24.158
CAJPY,2023Q4,38427.147,987.799,645.014,25.677
CAJPY,2024Q1,37957.481,987.799,396.351,29.74
LUMN,2012Q2,55090,622.327,74,39.49
LUMN,2012Q3,54632,623.144,270,40.4
LUMN,2012Q4,54020,625.658,233,39.12
LUMN,2013Q1,53729,615.564,298,35.13
LUMN,2013Q2,53254,604.209,269,35.35
LUMN,2013Q3,51984,593.497,-1045,31.38
LUMN,2013Q4,51787,583.637,239,31.85
LUMN,2014Q1,51166,575.113,203,32.84
LUMN,2014Q2,50614,571.344,193,36.2
LUMN,2014Q3,50646,570.678,188,40.89
LUMN,2014Q4,50147,568.517,188,39.58
LUMN,2015Q1,49520,565.53,192,34.55
LUMN,2015Q2,48977,562.999,143,29.38
LUMN,2015Q3,48754,554.09,205,25.12
LUMN,2015Q4,47604,543.8,338,25.16
LUMN,2016Q1,47517,546.164,236,31.96
LUMN,2016Q2,47118,545.924,196,29.01
LUMN,2016Q3,46796,546.69,152,27.43
LUMN,2016Q4,47017,546.545,42,23.78
LUMN,2017Q1,46602,548.845,163,23.57
LUMN,2017Q2,50925,549.743,17,23.88
LUMN,2017Q3,50536,549.654,92,18.9
LUMN,2017Q4,75611,1069.169,1117,16.68
LUMN,2018Q1,74793,1078.632,115,16.43
LUMN,2018Q2,74346,1078.705,292,18.64
LUMN,2018Q3,73371,1080.573,272,21.2
LUMN,2018Q4,70256,1080.167,-2412,15.15
LUMN,2019Q1,64788,1090.445,-6165,11.99
LUMN,2019Q2,64508,1090.137,371,11.76
LUMN,2019Q3,64728,1090.326,302,12.48
LUMN,2019Q4,64742,1090.058,223,13.21
LUMN,2020Q1,64056,1097.711,314,9.46
LUMN,2020Q2,64171,1097.114,377,10.03
LUMN,2020Q3,62599,1097.237,366,10.09
LUMN,2020Q4,59394,1096.921,-2289,9.75
LUMN,2021Q1,58828,1105.533,475,13.35
LUMN,2021Q2,58947,1105.186,506,13.59
LUMN,2021Q3,58308,1031.06,544,12.39
LUMN,2021Q4,57993,1023.512,508,12.55
LUMN,2022Q1,58037,1032.909,599,11.27
LUMN,2022Q2,57675,1032.418,344,10.91
LUMN,2022Q3,54817,1034.758,578,7.28
LUMN,2022Q4,45581,1001.688,-3069,5.22
LUMN,2023Q1,45530,1004.87,511,2.65
LUMN,2023Q2,36168,1008.084,-8736,2.26
LUMN,2023Q3,35921,1008.933,-78,1.42
LUMN,2023Q4,34018,1008.486,-1995,1.83
LUMN,2024Q1,33173,1015.967,57,1.56
COHU,2012Q2,347.955,24.473,-2.109,10.16
COHU,2012Q3,348.575,24.483,-1.749,9.39
COHU,2012Q4,334.873,24.632,-5.161,10.84
COHU,2013Q1,346.998,24.713,-12.103,9.36
COHU,2013Q2,348.237,24.908,-4.045,12.5
COHU,2013Q3,341.12,24.942,-10.82,10.91
COHU,2013Q4,345.423,25.08,-6.45,10.5
COHU,2014Q1,342.094,25.248,-3.348,10.74
COHU,2014Q2,356.098,25.398,4.163,10.7
COHU,2014Q3,365.372,25.535,7.519,11.97
COHU,2014Q4,348.818,25.692,0.374,11.9
COHU,2015Q1,335.482,25.908,-2.74,10.94
COHU,2015Q2,336.779,26.108,-0.072,13.23
COHU,2015Q3,332.486,26.128,1.113,9.86
COHU,2015Q4,345.346,26.24,1.949,12.07
COHU,2016Q1,352.814,26.586,-1.691,11.88
COHU,2016Q2,347.496,26.677,2.462,10.85
COHU,2016Q3,347.488,26.712,0.179,11.74
COHU,2016Q4,345.512,26.842,2.089,13.9
COHU,2017Q1,378.767,27.278,6.763,18.46
COHU,2017Q2,401.344,27.889,10.43,15.74
COHU,2017Q3,404.464,28.213,8.755,23.84
COHU,2017Q4,420.457,28.489,6.895,21.95
COHU,2018Q1,422.718,28.796,8.122,22.81
COHU,2018Q2,435.771,28.883,11.648,24.51
COHU,2018Q3,443.006,28.901,4.803,25.1
COHU,2018Q4,1134.002,40.763,-56.754,16.07
COHU,2019Q1,1106.197,41.015,-22.643,14.75
COHU,2019Q2,1103.504,41.1,-19.323,15.43
COHU,2019Q3,1071.609,41.265,-10.468,13.505
COHU,2019Q4,1077.71,41.395,-17.266,22.85
COHU,2020Q1,1072.155,41.686,-17.276,12.38
COHU,2020Q2,1066.583,41.862,-4.74,17.34
COHU,2020Q3,1046.353,41.962,-6.646,17.18
COHU,2020Q4,1090.346,42.19,14.861,38.18
COHU,2021Q1,1258.755,48.411,27.607,41.84
COHU,2021Q2,1371.732,48.596,95.096,36.79
COHU,2021Q3,1272.868,48.684,23.733,31.94
COHU,2021Q4,1259.044,48.549,20.889,38.09
COHU,2022Q1,1243.345,48.605,21.569,29.6
COHU,2022Q2,1239.404,48.228,28.768,27.75
COHU,2022Q3,1197.915,47.625,24.882,25.78
COHU,2022Q4,1227.414,47.509,21.628,32.05
COHU,2023Q1,1187.599,47.572,15.685,38.39
COHU,2023Q2,1188.065,47.599,10.584,41.56
COHU,2023Q3,1167.518,47.485,3.915,34.44
COHU,2023Q4,1150.352,47.176,-2.028,35.39
COHU,2024Q1,1074.448,47.078,-14.635,33.33
DXC,2012Q1,10926,155.331,40,24.82
DXC,2012Q2,11649,155.363,130,32.21
DXC,2012Q3,11260,153.551,510,40.05
DXC,2012Q4,11251,150.164,281,49.23
DXC,2013Q1,10866,147.964,174,43.77
DXC,2013Q2,10773,147.631,232,51.74
DXC,2013Q3,11226,145.896,271,55.88
DXC,2013Q4,11389,145.571,270,60.82
DXC,2014Q1,11420,145.412,146,63.2
DXC,2014Q2,10573,140.455,151,61.15
DXC,2014Q3,10653,140.992,-314,63.05
DXC,2014Q4,10201,138.773,19,65.28
DXC,2015Q1,10116,138.053,163,65.64
DXC,2015Q2,10013,138.473,171,61.38
DXC,2015Q3,7989,138.817,50,32.68
DXC,2015Q4,7736,138.381,-133,34.39
DXC,2016Q1,8857,140.317,-21,49.65
DXC,2016Q2,8819,140.77,15,52.21
DXC,2016Q3,8302,140.985,31,59.42
DXC,2016Q4,8663,141.299,-148,69.01
DXC,2017Q1,31216,284.658,159,76.72
DXC,2017Q2,33176,285.18,256,85.88
DXC,2017Q3,33582,285.553,776,94.9
DXC,2017Q4,33921,285.376,560,100.53
DXC,2018Q1,29126,281.794,259,80.61
DXC,2018Q2,28882,281.278,262,93.52
DXC,2018Q3,28871,269.877,462,53.17
DXC,2018Q4,29574,268.425,274,64.31
